feature_path,emotion,gender,mask_emotion,mask_gender
features/03-01-05-01-02-02-16.npy,4,0,1,1
features/03-01-08-01-01-02-16.npy,7,0,1,1
features/03-01-08-02-02-02-16.npy,7,0,1,1
features/03-01-04-02-01-02-16.npy,3,0,1,1
features/03-01-07-02-01-01-16.npy,6,0,1,1
features/03-01-07-01-02-01-16.npy,6,0,1,1
features/03-01-04-01-02-02-16.npy,3,0,1,1
features/03-01-06-02-02-02-16.npy,5,0,1,1
features/03-01-05-02-02-01-16.npy,4,0,1,1
features/03-01-05-01-01-01-16.npy,4,0,1,1
features/03-01-06-01-01-02-16.npy,5,0,1,1
features/03-01-08-01-02-01-16.npy,7,0,1,1
features/03-01-08-02-01-01-16.npy,7,0,1,1
features/03-01-01-01-01-02-16.npy,0,0,1,1
features/03-01-02-01-01-01-16.npy,1,0,1,1
features/03-01-02-02-02-01-16.npy,1,0,1,1
features/03-01-03-01-02-02-16.npy,2,0,1,1
features/03-01-03-02-01-02-16.npy,2,0,1,1
features/03-01-01-01-02-02-11.npy,0,1,1,1
features/03-01-02-01-02-01-11.npy,1,1,1,1
features/03-01-02-02-01-01-11.npy,1,1,1,1
features/03-01-03-01-01-02-11.npy,2,1,1,1
features/03-01-03-02-02-02-11.npy,2,1,1,1
features/03-01-04-02-02-02-11.npy,3,1,1,1
features/03-01-07-02-02-01-11.npy,6,1,1,1
features/03-01-07-01-01-01-11.npy,6,1,1,1
features/03-01-04-01-01-02-11.npy,3,1,1,1
features/03-01-06-02-01-02-11.npy,5,1,1,1
features/03-01-05-02-01-01-11.npy,4,1,1,1
features/03-01-05-01-02-01-11.npy,4,1,1,1
features/03-01-06-01-02-02-11.npy,5,1,1,1
features/03-01-08-01-01-01-11.npy,7,1,1,1
features/03-01-08-02-02-01-11.npy,7,1,1,1
features/03-01-07-02-01-02-11.npy,6,1,1,1
features/03-01-04-02-01-01-11.npy,3,1,1,1
features/03-01-04-01-02-01-11.npy,3,1,1,1
features/03-01-07-01-02-02-11.npy,6,1,1,1
features/03-01-05-02-02-02-11.npy,4,1,1,1
features/03-01-06-02-02-01-11.npy,5,1,1,1
features/03-01-06-01-01-01-11.npy,5,1,1,1
features/03-01-05-01-01-02-11.npy,4,1,1,1
features/03-01-08-01-02-02-11.npy,7,1,1,1
features/03-01-08-02-01-02-11.npy,7,1,1,1
features/03-01-02-01-01-02-11.npy,1,1,1,1
features/03-01-01-01-01-01-11.npy,0,1,1,1
features/03-01-02-02-02-02-11.npy,1,1,1,1
features/03-01-03-01-02-01-11.npy,2,1,1,1
features/03-01-03-02-01-01-11.npy,2,1,1,1
features/03-01-06-01-02-01-11.npy,5,1,1,1
features/03-01-05-01-02-02-11.npy,4,1,1,1
features/03-01-05-02-01-02-11.npy,4,1,1,1
features/03-01-06-02-01-01-11.npy,5,1,1,1
features/03-01-04-01-01-01-11.npy,3,1,1,1
features/03-01-07-01-01-02-11.npy,6,1,1,1
features/03-01-07-02-02-02-11.npy,6,1,1,1
features/03-01-04-02-02-01-11.npy,3,1,1,1
features/03-01-08-02-02-02-11.npy,7,1,1,1
features/03-01-08-01-01-02-11.npy,7,1,1,1
features/03-01-03-02-02-01-11.npy,2,1,1,1
features/03-01-03-01-01-01-11.npy,2,1,1,1
features/03-01-02-02-01-02-11.npy,1,1,1,1
features/03-01-02-01-02-02-11.npy,1,1,1,1
features/03-01-01-01-02-01-11.npy,0,1,1,1
features/03-01-03-02-01-02-11.npy,2,1,1,1
features/03-01-03-01-02-02-11.npy,2,1,1,1
features/03-01-02-02-02-01-11.npy,1,1,1,1
features/03-01-01-01-01-02-11.npy,0,1,1,1
features/03-01-02-01-01-01-11.npy,1,1,1,1
features/03-01-05-01-01-01-11.npy,4,1,1,1
features/03-01-06-01-01-02-11.npy,5,1,1,1
features/03-01-06-02-02-02-11.npy,5,1,1,1
features/03-01-05-02-02-01-11.npy,4,1,1,1
features/03-01-07-01-02-01-11.npy,6,1,1,1
features/03-01-04-01-02-02-11.npy,3,1,1,1
features/03-01-04-02-01-02-11.npy,3,1,1,1
features/03-01-07-02-01-01-11.npy,6,1,1,1
features/03-01-08-02-01-01-11.npy,7,1,1,1
features/03-01-08-01-02-01-11.npy,7,1,1,1
features/03-01-03-02-01-02-18.npy,2,0,1,1
features/03-01-03-01-02-02-18.npy,2,0,1,1
features/03-01-02-02-02-01-18.npy,1,0,1,1
features/03-01-02-01-01-01-18.npy,1,0,1,1
features/03-01-01-01-01-02-18.npy,0,0,1,1
features/03-01-06-01-01-02-18.npy,5,0,1,1
features/03-01-05-01-01-01-18.npy,4,0,1,1
features/03-01-05-02-02-01-18.npy,4,0,1,1
features/03-01-06-02-02-02-18.npy,5,0,1,1
features/03-01-04-01-02-02-18.npy,3,0,1,1
features/03-01-07-01-02-01-18.npy,6,0,1,1
features/03-01-07-02-01-01-18.npy,6,0,1,1
features/03-01-04-02-01-02-18.npy,3,0,1,1
features/03-01-08-02-01-01-18.npy,7,0,1,1
features/03-01-08-01-02-01-18.npy,7,0,1,1
features/03-01-05-01-02-02-18.npy,4,0,1,1
features/03-01-06-01-02-01-18.npy,5,0,1,1
features/03-01-06-02-01-01-18.npy,5,0,1,1
features/03-01-05-02-01-02-18.npy,4,0,1,1
features/03-01-07-01-01-02-18.npy,6,0,1,1
features/03-01-04-01-01-01-18.npy,3,0,1,1
features/03-01-04-02-02-01-18.npy,3,0,1,1
features/03-01-07-02-02-02-18.npy,6,0,1,1
features/03-01-08-02-02-02-18.npy,7,0,1,1
features/03-01-08-01-01-02-18.npy,7,0,1,1
features/03-01-03-02-02-01-18.npy,2,0,1,1
features/03-01-03-01-01-01-18.npy,2,0,1,1
features/03-01-02-02-01-02-18.npy,1,0,1,1
features/03-01-01-01-02-01-18.npy,0,0,1,1
features/03-01-02-01-02-02-18.npy,1,0,1,1
features/03-01-04-02-01-01-18.npy,3,0,1,1
features/03-01-07-02-01-02-18.npy,6,0,1,1
features/03-01-07-01-02-02-18.npy,6,0,1,1
features/03-01-04-01-02-01-18.npy,3,0,1,1
features/03-01-06-02-02-01-18.npy,5,0,1,1
features/03-01-05-02-02-02-18.npy,4,0,1,1
features/03-01-05-01-01-02-18.npy,4,0,1,1
features/03-01-06-01-01-01-18.npy,5,0,1,1
features/03-01-08-01-02-02-18.npy,7,0,1,1
features/03-01-08-02-01-02-18.npy,7,0,1,1
features/03-01-01-01-01-01-18.npy,0,0,1,1
features/03-01-02-01-01-02-18.npy,1,0,1,1
features/03-01-02-02-02-02-18.npy,1,0,1,1
features/03-01-03-01-02-01-18.npy,2,0,1,1
features/03-01-03-02-01-01-18.npy,2,0,1,1
features/03-01-02-01-02-01-18.npy,1,0,1,1
features/03-01-01-01-02-02-18.npy,0,0,1,1
features/03-01-02-02-01-01-18.npy,1,0,1,1
features/03-01-03-01-01-02-18.npy,2,0,1,1
features/03-01-03-02-02-02-18.npy,2,0,1,1
features/03-01-07-02-02-01-18.npy,6,0,1,1
features/03-01-04-02-02-02-18.npy,3,0,1,1
features/03-01-04-01-01-02-18.npy,3,0,1,1
features/03-01-07-01-01-01-18.npy,6,0,1,1
features/03-01-05-02-01-01-18.npy,4,0,1,1
features/03-01-06-02-01-02-18.npy,5,0,1,1
features/03-01-06-01-02-02-18.npy,5,0,1,1
features/03-01-05-01-02-01-18.npy,4,0,1,1
features/03-01-08-01-01-01-18.npy,7,0,1,1
features/03-01-08-02-02-01-18.npy,7,0,1,1
features/03-01-08-01-02-01-20.npy,7,0,1,1
features/03-01-08-02-01-01-20.npy,7,0,1,1
features/03-01-04-02-01-02-20.npy,3,0,1,1
features/03-01-07-02-01-01-20.npy,6,0,1,1
features/03-01-07-01-02-01-20.npy,6,0,1,1
features/03-01-04-01-02-02-20.npy,3,0,1,1
features/03-01-06-02-02-02-20.npy,5,0,1,1
features/03-01-05-02-02-01-20.npy,4,0,1,1
features/03-01-05-01-01-01-20.npy,4,0,1,1
features/03-01-06-01-01-02-20.npy,5,0,1,1
features/03-01-01-01-01-02-20.npy,0,0,1,1
features/03-01-02-01-01-01-20.npy,1,0,1,1
features/03-01-02-02-02-01-20.npy,1,0,1,1
features/03-01-03-01-02-02-20.npy,2,0,1,1
features/03-01-03-02-01-02-20.npy,2,0,1,1
features/03-01-02-01-02-02-20.npy,1,0,1,1
features/03-01-01-01-02-01-20.npy,0,0,1,1
features/03-01-02-02-01-02-20.npy,1,0,1,1
features/03-01-03-01-01-01-20.npy,2,0,1,1
features/03-01-03-02-02-01-20.npy,2,0,1,1
features/03-01-08-01-01-02-20.npy,7,0,1,1
features/03-01-08-02-02-02-20.npy,7,0,1,1
features/03-01-07-02-02-02-20.npy,6,0,1,1
features/03-01-04-02-02-01-20.npy,3,0,1,1
features/03-01-04-01-01-01-20.npy,3,0,1,1
features/03-01-07-01-01-02-20.npy,6,0,1,1
features/03-01-05-02-01-02-20.npy,4,0,1,1
features/03-01-06-02-01-01-20.npy,5,0,1,1
features/03-01-06-01-02-01-20.npy,5,0,1,1
features/03-01-05-01-02-02-20.npy,4,0,1,1
features/03-01-03-02-01-01-20.npy,2,0,1,1
features/03-01-03-01-02-01-20.npy,2,0,1,1
features/03-01-02-02-02-02-20.npy,1,0,1,1
features/03-01-02-01-01-02-20.npy,1,0,1,1
features/03-01-01-01-01-01-20.npy,0,0,1,1
features/03-01-08-02-01-02-20.npy,7,0,1,1
features/03-01-08-01-02-02-20.npy,7,0,1,1
features/03-01-06-01-01-01-20.npy,5,0,1,1
features/03-01-05-01-01-02-20.npy,4,0,1,1
features/03-01-05-02-02-02-20.npy,4,0,1,1
features/03-01-06-02-02-01-20.npy,5,0,1,1
features/03-01-04-01-02-01-20.npy,3,0,1,1
features/03-01-07-01-02-02-20.npy,6,0,1,1
features/03-01-07-02-01-02-20.npy,6,0,1,1
features/03-01-04-02-01-01-20.npy,3,0,1,1
features/03-01-08-02-02-01-20.npy,7,0,1,1
features/03-01-08-01-01-01-20.npy,7,0,1,1
features/03-01-05-01-02-01-20.npy,4,0,1,1
features/03-01-06-01-02-02-20.npy,5,0,1,1
features/03-01-06-02-01-02-20.npy,5,0,1,1
features/03-01-05-02-01-01-20.npy,4,0,1,1
features/03-01-07-01-01-01-20.npy,6,0,1,1
features/03-01-04-01-01-02-20.npy,3,0,1,1
features/03-01-04-02-02-02-20.npy,3,0,1,1
features/03-01-07-02-02-01-20.npy,6,0,1,1
features/03-01-03-02-02-02-20.npy,2,0,1,1
features/03-01-03-01-01-02-20.npy,2,0,1,1
features/03-01-02-02-01-01-20.npy,1,0,1,1
features/03-01-01-01-02-02-20.npy,0,0,1,1
features/03-01-02-01-02-01-20.npy,1,0,1,1
features/03-01-08-02-01-01-21.npy,7,1,1,1
features/03-01-08-01-02-01-21.npy,7,1,1,1
features/03-01-06-01-01-02-21.npy,5,1,1,1
features/03-01-05-01-01-01-21.npy,4,1,1,1
features/03-01-05-02-02-01-21.npy,4,1,1,1
features/03-01-06-02-02-02-21.npy,5,1,1,1
features/03-01-04-01-02-02-21.npy,3,1,1,1
features/03-01-07-01-02-01-21.npy,6,1,1,1
features/03-01-07-02-01-01-21.npy,6,1,1,1
features/03-01-04-02-01-02-21.npy,3,1,1,1
features/03-01-03-02-01-02-21.npy,2,1,1,1
features/03-01-03-01-02-02-21.npy,2,1,1,1
features/03-01-02-02-02-01-21.npy,1,1,1,1
features/03-01-02-01-01-01-21.npy,1,1,1,1
features/03-01-01-01-01-02-21.npy,0,1,1,1
features/03-01-03-02-02-01-21.npy,2,1,1,1
features/03-01-03-01-01-01-21.npy,2,1,1,1
features/03-01-02-02-01-02-21.npy,1,1,1,1
features/03-01-01-01-02-01-21.npy,0,1,1,1
features/03-01-02-01-02-02-21.npy,1,1,1,1
features/03-01-08-02-02-02-21.npy,7,1,1,1
features/03-01-08-01-01-02-21.npy,7,1,1,1
features/03-01-05-01-02-02-21.npy,4,1,1,1
features/03-01-06-01-02-01-21.npy,5,1,1,1
features/03-01-06-02-01-01-21.npy,5,1,1,1
features/03-01-05-02-01-02-21.npy,4,1,1,1
features/03-01-07-01-01-02-21.npy,6,1,1,1
features/03-01-04-01-01-01-21.npy,3,1,1,1
features/03-01-04-02-02-01-21.npy,3,1,1,1
features/03-01-07-02-02-02-21.npy,6,1,1,1
features/03-01-01-01-01-01-21.npy,0,1,1,1
features/03-01-02-01-01-02-21.npy,1,1,1,1
features/03-01-02-02-02-02-21.npy,1,1,1,1
features/03-01-03-01-02-01-21.npy,2,1,1,1
features/03-01-03-02-01-01-21.npy,2,1,1,1
features/03-01-08-01-02-02-21.npy,7,1,1,1
features/03-01-08-02-01-02-21.npy,7,1,1,1
features/03-01-04-02-01-01-21.npy,3,1,1,1
features/03-01-07-02-01-02-21.npy,6,1,1,1
features/03-01-07-01-02-02-21.npy,6,1,1,1
features/03-01-04-01-02-01-21.npy,3,1,1,1
features/03-01-06-02-02-01-21.npy,5,1,1,1
features/03-01-05-02-02-02-21.npy,4,1,1,1
features/03-01-05-01-01-02-21.npy,4,1,1,1
features/03-01-06-01-01-01-21.npy,5,1,1,1
features/03-01-08-01-01-01-21.npy,7,1,1,1
features/03-01-08-02-02-01-21.npy,7,1,1,1
features/03-01-07-02-02-01-21.npy,6,1,1,1
features/03-01-04-02-02-02-21.npy,3,1,1,1
features/03-01-04-01-01-02-21.npy,3,1,1,1
features/03-01-07-01-01-01-21.npy,6,1,1,1
features/03-01-05-02-01-01-21.npy,4,1,1,1
features/03-01-06-02-01-02-21.npy,5,1,1,1
features/03-01-06-01-02-02-21.npy,5,1,1,1
features/03-01-05-01-02-01-21.npy,4,1,1,1
features/03-01-02-01-02-01-21.npy,1,1,1,1
features/03-01-01-01-02-02-21.npy,0,1,1,1
features/03-01-02-02-01-01-21.npy,1,1,1,1
features/03-01-03-01-01-02-21.npy,2,1,1,1
features/03-01-03-02-02-02-21.npy,2,1,1,1
features/03-01-01-01-01-02-19.npy,0,1,1,1
features/03-01-02-01-01-01-19.npy,1,1,1,1
features/03-01-02-02-02-01-19.npy,1,1,1,1
features/03-01-03-01-02-02-19.npy,2,1,1,1
features/03-01-03-02-01-02-19.npy,2,1,1,1
features/03-01-04-02-01-02-19.npy,3,1,1,1
features/03-01-07-02-01-01-19.npy,6,1,1,1
features/03-01-07-01-02-01-19.npy,6,1,1,1
features/03-01-04-01-02-02-19.npy,3,1,1,1
features/03-01-06-02-02-02-19.npy,5,1,1,1
features/03-01-05-02-02-01-19.npy,4,1,1,1
features/03-01-05-01-01-01-19.npy,4,1,1,1
features/03-01-06-01-01-02-19.npy,5,1,1,1
features/03-01-08-01-02-01-19.npy,7,1,1,1
features/03-01-08-02-01-01-19.npy,7,1,1,1
features/03-01-07-02-02-02-19.npy,6,1,1,1
features/03-01-04-02-02-01-19.npy,3,1,1,1
features/03-01-04-01-01-01-19.npy,3,1,1,1
features/03-01-07-01-01-02-19.npy,6,1,1,1
features/03-01-05-02-01-02-19.npy,4,1,1,1
features/03-01-06-02-01-01-19.npy,5,1,1,1
features/03-01-06-01-02-01-19.npy,5,1,1,1
features/03-01-05-01-02-02-19.npy,4,1,1,1
features/03-01-08-01-01-02-19.npy,7,1,1,1
features/03-01-08-02-02-02-19.npy,7,1,1,1
features/03-01-02-01-02-02-19.npy,1,1,1,1
features/03-01-01-01-02-01-19.npy,0,1,1,1
features/03-01-02-02-01-02-19.npy,1,1,1,1
features/03-01-03-01-01-01-19.npy,2,1,1,1
features/03-01-03-02-02-01-19.npy,2,1,1,1
features/03-01-06-01-01-01-19.npy,5,1,1,1
features/03-01-05-01-01-02-19.npy,4,1,1,1
features/03-01-05-02-02-02-19.npy,4,1,1,1
features/03-01-06-02-02-01-19.npy,5,1,1,1
features/03-01-04-01-02-01-19.npy,3,1,1,1
features/03-01-07-01-02-02-19.npy,6,1,1,1
features/03-01-07-02-01-02-19.npy,6,1,1,1
features/03-01-04-02-01-01-19.npy,3,1,1,1
features/03-01-08-02-01-02-19.npy,7,1,1,1
features/03-01-08-01-02-02-19.npy,7,1,1,1
features/03-01-03-02-01-01-19.npy,2,1,1,1
features/03-01-03-01-02-01-19.npy,2,1,1,1
features/03-01-02-02-02-02-19.npy,1,1,1,1
features/03-01-02-01-01-02-19.npy,1,1,1,1
features/03-01-01-01-01-01-19.npy,0,1,1,1
features/03-01-03-02-02-02-19.npy,2,1,1,1
features/03-01-03-01-01-02-19.npy,2,1,1,1
features/03-01-02-02-01-01-19.npy,1,1,1,1
features/03-01-01-01-02-02-19.npy,0,1,1,1
features/03-01-02-01-02-01-19.npy,1,1,1,1
features/03-01-05-01-02-01-19.npy,4,1,1,1
features/03-01-06-01-02-02-19.npy,5,1,1,1
features/03-01-06-02-01-02-19.npy,5,1,1,1
features/03-01-05-02-01-01-19.npy,4,1,1,1
features/03-01-07-01-01-01-19.npy,6,1,1,1
features/03-01-04-01-01-02-19.npy,3,1,1,1
features/03-01-04-02-02-02-19.npy,3,1,1,1
features/03-01-07-02-02-01-19.npy,6,1,1,1
features/03-01-08-02-02-01-19.npy,7,1,1,1
features/03-01-08-01-01-01-19.npy,7,1,1,1
features/03-01-03-02-02-02-10.npy,2,0,1,1
features/03-01-03-01-01-02-10.npy,2,0,1,1
features/03-01-02-02-01-01-10.npy,1,0,1,1
features/03-01-02-01-02-01-10.npy,1,0,1,1
features/03-01-01-01-02-02-10.npy,0,0,1,1
features/03-01-06-01-02-02-10.npy,5,0,1,1
features/03-01-05-01-02-01-10.npy,4,0,1,1
features/03-01-05-02-01-01-10.npy,4,0,1,1
features/03-01-06-02-01-02-10.npy,5,0,1,1
features/03-01-04-01-01-02-10.npy,3,0,1,1
features/03-01-07-01-01-01-10.npy,6,0,1,1
features/03-01-07-02-02-01-10.npy,6,0,1,1
features/03-01-04-02-02-02-10.npy,3,0,1,1
features/03-01-08-02-02-01-10.npy,7,0,1,1
features/03-01-08-01-01-01-10.npy,7,0,1,1
features/03-01-05-01-01-02-10.npy,4,0,1,1
features/03-01-06-01-01-01-10.npy,5,0,1,1
features/03-01-06-02-02-01-10.npy,5,0,1,1
features/03-01-05-02-02-02-10.npy,4,0,1,1
features/03-01-07-01-02-02-10.npy,6,0,1,1
features/03-01-04-01-02-01-10.npy,3,0,1,1
features/03-01-04-02-01-01-10.npy,3,0,1,1
features/03-01-07-02-01-02-10.npy,6,0,1,1
features/03-01-08-02-01-02-10.npy,7,0,1,1
features/03-01-08-01-02-02-10.npy,7,0,1,1
features/03-01-03-02-01-01-10.npy,2,0,1,1
features/03-01-03-01-02-01-10.npy,2,0,1,1
features/03-01-02-02-02-02-10.npy,1,0,1,1
features/03-01-01-01-01-01-10.npy,0,0,1,1
features/03-01-02-01-01-02-10.npy,1,0,1,1
features/03-01-04-02-02-01-10.npy,3,0,1,1
features/03-01-07-02-02-02-10.npy,6,0,1,1
features/03-01-07-01-01-02-10.npy,6,0,1,1
features/03-01-04-01-01-01-10.npy,3,0,1,1
features/03-01-06-02-01-01-10.npy,5,0,1,1
features/03-01-05-02-01-02-10.npy,4,0,1,1
features/03-01-05-01-02-02-10.npy,4,0,1,1
features/03-01-06-01-02-01-10.npy,5,0,1,1
features/03-01-08-01-01-02-10.npy,7,0,1,1
features/03-01-08-02-02-02-10.npy,7,0,1,1
features/03-01-01-01-02-01-10.npy,0,0,1,1
features/03-01-02-01-02-02-10.npy,1,0,1,1
features/03-01-02-02-01-02-10.npy,1,0,1,1
features/03-01-03-01-01-01-10.npy,2,0,1,1
features/03-01-03-02-02-01-10.npy,2,0,1,1
features/03-01-02-01-01-01-10.npy,1,0,1,1
features/03-01-01-01-01-02-10.npy,0,0,1,1
features/03-01-02-02-02-01-10.npy,1,0,1,1
features/03-01-03-01-02-02-10.npy,2,0,1,1
features/03-01-03-02-01-02-10.npy,2,0,1,1
features/03-01-07-02-01-01-10.npy,6,0,1,1
features/03-01-04-02-01-02-10.npy,3,0,1,1
features/03-01-04-01-02-02-10.npy,3,0,1,1
features/03-01-07-01-02-01-10.npy,6,0,1,1
features/03-01-05-02-02-01-10.npy,4,0,1,1
features/03-01-06-02-02-02-10.npy,5,0,1,1
features/03-01-06-01-01-02-10.npy,5,0,1,1
features/03-01-05-01-01-01-10.npy,4,0,1,1
features/03-01-08-01-02-01-10.npy,7,0,1,1
features/03-01-08-02-01-01-10.npy,7,0,1,1
features/03-01-07-02-02-01-17.npy,6,1,1,1
features/03-01-04-02-02-02-17.npy,3,1,1,1
features/03-01-04-01-01-02-17.npy,3,1,1,1
features/03-01-07-01-01-01-17.npy,6,1,1,1
features/03-01-05-02-01-01-17.npy,4,1,1,1
features/03-01-06-02-01-02-17.npy,5,1,1,1
features/03-01-06-01-02-02-17.npy,5,1,1,1
features/03-01-05-01-02-01-17.npy,4,1,1,1
features/03-01-08-01-01-01-17.npy,7,1,1,1
features/03-01-08-02-02-01-17.npy,7,1,1,1
features/03-01-02-01-02-01-17.npy,1,1,1,1
features/03-01-01-01-02-02-17.npy,0,1,1,1
features/03-01-02-02-01-01-17.npy,1,1,1,1
features/03-01-03-01-01-02-17.npy,2,1,1,1
features/03-01-03-02-02-02-17.npy,2,1,1,1
features/03-01-01-01-01-01-17.npy,0,1,1,1
features/03-01-02-01-01-02-17.npy,1,1,1,1
features/03-01-02-02-02-02-17.npy,1,1,1,1
features/03-01-03-01-02-01-17.npy,2,1,1,1
features/03-01-03-02-01-01-17.npy,2,1,1,1
features/03-01-04-02-01-01-17.npy,3,1,1,1
features/03-01-07-02-01-02-17.npy,6,1,1,1
features/03-01-07-01-02-02-17.npy,6,1,1,1
features/03-01-04-01-02-01-17.npy,3,1,1,1
features/03-01-06-02-02-01-17.npy,5,1,1,1
features/03-01-05-02-02-02-17.npy,4,1,1,1
features/03-01-05-01-01-02-17.npy,4,1,1,1
features/03-01-06-01-01-01-17.npy,5,1,1,1
features/03-01-08-01-02-02-17.npy,7,1,1,1
features/03-01-08-02-01-02-17.npy,7,1,1,1
features/03-01-03-02-02-01-17.npy,2,1,1,1
features/03-01-03-01-01-01-17.npy,2,1,1,1
features/03-01-02-02-01-02-17.npy,1,1,1,1
features/03-01-01-01-02-01-17.npy,0,1,1,1
features/03-01-02-01-02-02-17.npy,1,1,1,1
features/03-01-05-01-02-02-17.npy,4,1,1,1
features/03-01-06-01-02-01-17.npy,5,1,1,1
features/03-01-06-02-01-01-17.npy,5,1,1,1
features/03-01-05-02-01-02-17.npy,4,1,1,1
features/03-01-07-01-01-02-17.npy,6,1,1,1
features/03-01-04-01-01-01-17.npy,3,1,1,1
features/03-01-04-02-02-01-17.npy,3,1,1,1
features/03-01-07-02-02-02-17.npy,6,1,1,1
features/03-01-08-02-02-02-17.npy,7,1,1,1
features/03-01-08-01-01-02-17.npy,7,1,1,1
features/03-01-06-01-01-02-17.npy,5,1,1,1
features/03-01-05-01-01-01-17.npy,4,1,1,1
features/03-01-05-02-02-01-17.npy,4,1,1,1
features/03-01-06-02-02-02-17.npy,5,1,1,1
features/03-01-04-01-02-02-17.npy,3,1,1,1
features/03-01-07-01-02-01-17.npy,6,1,1,1
features/03-01-07-02-01-01-17.npy,6,1,1,1
features/03-01-04-02-01-02-17.npy,3,1,1,1
features/03-01-08-02-01-01-17.npy,7,1,1,1
features/03-01-08-01-02-01-17.npy,7,1,1,1
features/03-01-03-02-01-02-17.npy,2,1,1,1
features/03-01-03-01-02-02-17.npy,2,1,1,1
features/03-01-02-02-02-01-17.npy,1,1,1,1
features/03-01-02-01-01-01-17.npy,1,1,1,1
features/03-01-01-01-01-02-17.npy,0,1,1,1
features/03-01-03-02-02-02-04.npy,2,0,1,1
features/03-01-03-01-01-02-04.npy,2,0,1,1
features/03-01-02-02-01-01-04.npy,1,0,1,1
features/03-01-01-01-02-02-04.npy,0,0,1,1
features/03-01-02-01-02-01-04.npy,1,0,1,1
features/03-01-05-01-02-01-04.npy,4,0,1,1
features/03-01-06-01-02-02-04.npy,5,0,1,1
features/03-01-06-02-01-02-04.npy,5,0,1,1
features/03-01-05-02-01-01-04.npy,4,0,1,1
features/03-01-07-01-01-01-04.npy,6,0,1,1
features/03-01-04-01-01-02-04.npy,3,0,1,1
features/03-01-04-02-02-02-04.npy,3,0,1,1
features/03-01-07-02-02-01-04.npy,6,0,1,1
features/03-01-08-02-02-01-04.npy,7,0,1,1
features/03-01-08-01-01-01-04.npy,7,0,1,1
features/03-01-06-01-01-01-04.npy,5,0,1,1
features/03-01-05-01-01-02-04.npy,4,0,1,1
features/03-01-05-02-02-02-04.npy,4,0,1,1
features/03-01-06-02-02-01-04.npy,5,0,1,1
features/03-01-04-01-02-01-04.npy,3,0,1,1
features/03-01-07-01-02-02-04.npy,6,0,1,1
features/03-01-07-02-01-02-04.npy,6,0,1,1
features/03-01-04-02-01-01-04.npy,3,0,1,1
features/03-01-08-02-01-02-04.npy,7,0,1,1
features/03-01-08-01-02-02-04.npy,7,0,1,1
features/03-01-03-02-01-01-04.npy,2,0,1,1
features/03-01-03-01-02-01-04.npy,2,0,1,1
features/03-01-02-02-02-02-04.npy,1,0,1,1
features/03-01-02-01-01-02-04.npy,1,0,1,1
features/03-01-01-01-01-01-04.npy,0,0,1,1
features/03-01-07-02-02-02-04.npy,6,0,1,1
features/03-01-04-02-02-01-04.npy,3,0,1,1
features/03-01-04-01-01-01-04.npy,3,0,1,1
features/03-01-07-01-01-02-04.npy,6,0,1,1
features/03-01-05-02-01-02-04.npy,4,0,1,1
features/03-01-06-02-01-01-04.npy,5,0,1,1
